technique_id,name,phases,platforms,permissions
T1189,Drive-by Compromise,initial-access,"Identity Provider,Linux,macOS,Windows",None
T1498,Network Denial of Service,impact,"Windows,IaaS,Linux,macOS,Containers",None
T1651,Cloud Administration Command,execution,IaaS,None
T1546.016,Installer Packages,"privilege-escalation,persistence","Linux,Windows,macOS",None
T1595.001,Scanning IP Blocks,reconnaissance,PRE,None
T1221,Template Injection,defense-evasion,Windows,None
T1037.004,RC Scripts,"persistence,privilege-escalation","macOS,Linux,Network Devices,ESXi",None
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,None
T1111,Multi-Factor Authentication Interception,credential-access,"Linux,Windows,macOS",None
T1027.002,Software Packing,defense-evasion,"Linux,macOS,Windows",None
T1584.007,Serverless,resource-development,PRE,None
T1071.001,Web Protocols,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1059.005,Visual Basic,execution,"Linux,macOS,Windows",None
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows",None
T1543.002,Systemd Service,"persistence,privilege-escalation",Linux,None
T1668,Exclusive Control,persistence,"Linux,macOS,Windows",None
T1563.002,RDP Hijacking,lateral-movement,Windows,None
T1136,Create Account,persistence,"Windows,IaaS,Linux,macOS,Network Devices,Containers,SaaS,Office Suite,Identity Provider,ESXi",None
T1547.013,XDG Autostart Entries,"persistence,privilege-escalation",Linux,None
T1584.004,Server,resource-development,PRE,None
T1672,Email Spoofing,defense-evasion,"Office Suite,Windows,macOS,Linux",None
T1526,Cloud Service Discovery,discovery,"IaaS,Identity Provider,Office Suite,SaaS",None
T1204.004,Malicious Copy and Paste,execution,"Linux,macOS,Windows",None
T1018,Remote System Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",None
T1046,Network Service Discovery,discovery,"Containers,IaaS,Linux,macOS,Network Devices,Windows",None
T1590.001,Domain Properties,reconnaissance,PRE,None
T1518,Software Discovery,discovery,"ESXi,IaaS,Linux,macOS,Windows",None
T1538,Cloud Service Dashboard,discovery,"IaaS,SaaS,Office Suite,Identity Provider",None
T1055.005,Thread Local Storage,"defense-evasion,privilege-escalation",Windows,None
T1622,Debugger Evasion,"defense-evasion,discovery","Linux,macOS,Windows",None
T1036.006,Space after Filename,defense-evasion,"Linux,macOS",None
T1547.007,Re-opened Applications,"persistence,privilege-escalation",macOS,None
T1608.006,SEO Poisoning,resource-development,PRE,None
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,None
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",None
T1105,Ingress Tool Transfer,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1216.002,SyncAppvPublishingServer,defense-evasion,Windows,None
T1098.002,Additional Email Delegate Permissions,"persistence,privilege-escalation","Windows,Office Suite",None
T1588.003,Code Signing Certificates,resource-development,PRE,None
T1648,Serverless Execution,execution,"SaaS,IaaS,Office Suite",None
T1548.006,TCC Manipulation,"defense-evasion,privilege-escalation",macOS,None
T1055.008,Ptrace System Calls,"defense-evasion,privilege-escalation",Linux,None
T1653,Power Settings,persistence,"Windows,Linux,macOS,Network Devices",None
T1027.007,Dynamic API Resolution,defense-evasion,Windows,None
T1021.001,Remote Desktop Protocol,lateral-movement,Windows,None
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,None
T1055.015,ListPlanting,"defense-evasion,privilege-escalation",Windows,None
T1665,Hide Infrastructure,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS",None
T1484,Domain or Tenant Policy Modification,"defense-evasion,privilege-escalation","Windows,Identity Provider",None
T1220,XSL Script Processing,defense-evasion,Windows,None
T1596.005,Scan Databases,reconnaissance,PRE,None
T1564.001,Hidden Files and Directories,defense-evasion,"Linux,Windows,macOS",None
T1578.001,Create Snapshot,defense-evasion,IaaS,None
T1591.001,Determine Physical Locations,reconnaissance,PRE,None
T1137.002,Office Test,persistence,"Windows,Office Suite",None
T1587,Develop Capabilities,resource-development,PRE,None
T1003.003,NTDS,credential-access,Windows,None
T1602.001,SNMP (MIB Dump),collection,Network Devices,None
T1001.002,Steganography,command-and-control,"Linux,macOS,Windows,ESXi",None
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",None
T1550.001,Application Access Token,"defense-evasion,lateral-movement","SaaS,Containers,IaaS,Office Suite,Identity Provider",None
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,None
T1569.002,Service Execution,execution,Windows,None
T1078.004,Cloud Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","IaaS,Identity Provider,Office Suite,SaaS",None
T1480.001,Environmental Keying,defense-evasion,"Linux,Windows,macOS",None
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS,ESXi",None
T1680,Local Storage Discovery,discovery,"ESXi,IaaS,Linux,macOS,Windows",None
T1564.004,NTFS File Attributes,defense-evasion,Windows,None
T1558.003,Kerberoasting,credential-access,Windows,None
T1003.006,DCSync,credential-access,Windows,None
T1124,System Time Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",None
T1053.002,At,"execution,persistence,privilege-escalation","Windows,Linux,macOS",None
T1055.001,Dynamic-link Library Injection,"defense-evasion,privilege-escalation",Windows,None
T1588.005,Exploits,resource-development,PRE,None
T1556,Modify Authentication Process,"credential-access,defense-evasion,persistence","Windows,Linux,macOS,Network Devices,IaaS,SaaS,Office Suite,Identity Provider",None
T1546.017,Udev Rules,"persistence,privilege-escalation",Linux,None
T1056.004,Credential API Hooking,"collection,credential-access","Windows,Linux,macOS",None
T1495,Firmware Corruption,impact,"Linux,macOS,Network Devices,Windows",None
T1490,Inhibit System Recovery,impact,"Containers,ESXi,IaaS,Linux,macOS,Network Devices,Windows",None
T1546.007,Netsh Helper DLL,"privilege-escalation,persistence",Windows,None
T1566.003,Spearphishing via Service,initial-access,"Linux,macOS,Windows",None
T1090.001,Internal Proxy,command-and-control,"Linux,Network Devices,Windows,macOS,ESXi",None
T1216,System Script Proxy Execution,defense-evasion,Windows,None
T1102.001,Dead Drop Resolver,command-and-control,"ESXi,Linux,macOS,Windows",None
T1001.001,Junk Data,command-and-control,"ESXi,Linux,macOS,Windows",None
T1598.001,Spearphishing Service,reconnaissance,PRE,None
T1505.006,vSphere Installation Bundles,persistence,ESXi,None
T1552.007,Container API,credential-access,Containers,None
T1584.001,Domains,resource-development,PRE,None
T1505.001,SQL Stored Procedures,persistence,"Windows,Linux",None
T1556.004,Network Device Authentication,"credential-access,defense-evasion,persistence",Network Devices,None
T1561.001,Disk Content Wipe,impact,"Linux,Network Devices,Windows,macOS",None
T1213.005,Messaging Applications,collection,"SaaS,Office Suite",None
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,"ESXi,Linux,macOS,Network Devices,Windows",None
T1027.015,Compression,defense-evasion,"Linux,Windows,macOS",None
T1574.004,Dylib Hijacking,"persistence,privilege-escalation,defense-evasion",macOS,None
T1601.002,Downgrade System Image,defense-evasion,Network Devices,None
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,Containers,Network Devices,ESXi",None
T1669,Wi-Fi Networks,initial-access,"Linux,Network Devices,Windows,macOS",None
T1211,Exploitation for Defense Evasion,defense-evasion,"Linux,Windows,macOS,SaaS,IaaS",None
T1127,Trusted Developer Utilities Proxy Execution,defense-evasion,Windows,None
T1529,System Shutdown/Reboot,impact,"ESXi,Linux,macOS,Network Devices,Windows",None
T1218.014,MMC,defense-evasion,Windows,None
T1564.010,Process Argument Spoofing,defense-evasion,Windows,None
T1574.012,COR_PROFILER,"persistence,privilege-escalation,defense-evasion",Windows,None
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,None
T1053.005,Scheduled Task,"execution,persistence,privilege-escalation",Windows,None
T1205.002,Socket Filters,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows",None
T1560.001,Archive via Utility,collection,"Linux,macOS,Windows",None
T1021.005,VNC,lateral-movement,"Linux,Windows,macOS",None
T1047,Windows Management Instrumentation,execution,Windows,None
T1113,Screen Capture,collection,"Linux,Windows,macOS",None
T1027.011,Fileless Storage,defense-evasion,"Windows,Linux",None
T1037,Boot or Logon Initialization Scripts,"persistence,privilege-escalation","macOS,Windows,Linux,Network Devices,ESXi",None
T1557,Adversary-in-the-Middle,"credential-access,collection","Linux,macOS,Network Devices,Windows",None
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Network Devices,Windows",None
T1583,Acquire Infrastructure,resource-development,PRE,None
T1218.011,Rundll32,defense-evasion,Windows,None
T1613,Container and Resource Discovery,discovery,Containers,None
T1583.007,Serverless,resource-development,PRE,None
T1132.001,Standard Encoding,command-and-control,"ESXi,Linux,Windows,macOS",None
T1027.009,Embedded Payloads,defense-evasion,"Linux,macOS,Windows",None
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion,persistence","Linux,macOS",None
T1578.004,Revert Cloud Instance,defense-evasion,IaaS,None
T1592,Gather Victim Host Information,reconnaissance,PRE,None
T1596.003,Digital Certificates,reconnaissance,PRE,None
T1056.001,Keylogging,"collection,credential-access","Linux,macOS,Network Devices,Windows",None
T1564.012,File/Path Exclusions,defense-evasion,"Linux,macOS,Windows",None
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux",None
T1110.001,Password Guessing,credential-access,"Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider,ESXi",None
T1216.001,PubPrn,defense-evasion,Windows,None
T1597.002,Purchase Technical Data,reconnaissance,PRE,None
T1003,OS Credential Dumping,credential-access,"Linux,macOS,Windows",None
T1129,Shared Modules,execution,"Linux,macOS,Windows",None
T1602,Data from Configuration Repository,collection,Network Devices,None
T1561.002,Disk Structure Wipe,impact,"Linux,macOS,Windows,Network Devices",None
T1498.001,Direct Network Flood,impact,"Windows,IaaS,Linux,macOS",None
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion","Windows,macOS,Linux",None
T1213.002,Sharepoint,collection,"Windows,Office Suite",None
T1006,Direct Volume Access,defense-evasion,"Network Devices,Windows",None
T1588.007,Artificial Intelligence,resource-development,PRE,None
T1666,Modify Cloud Resource Hierarchy,defense-evasion,IaaS,None
T1564.008,Email Hiding Rules,defense-evasion,"Windows,Linux,macOS,Office Suite",None
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",None
T1027.013,Encrypted/Encoded File,defense-evasion,"Linux,macOS,Windows",None
T1590.005,IP Addresses,reconnaissance,PRE,None
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",None
T1014,Rootkit,defense-evasion,"Linux,macOS,Windows",None
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,None
T1059.007,JavaScript,execution,"Linux,macOS,Windows",None
T1590.002,DNS,reconnaissance,PRE,None
T1485.001,Lifecycle-Triggered Deletion,impact,IaaS,None
T1123,Audio Capture,collection,"Linux,macOS,Windows",None
T1543,Create or Modify System Process,"persistence,privilege-escalation","Windows,macOS,Linux,Containers",None
T1133,External Remote Services,"persistence,initial-access","Containers,Linux,macOS,Windows",None
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,None
T1539,Steal Web Session Cookie,credential-access,"Linux,Office Suite,SaaS,Windows,macOS",None
T1053.007,Container Orchestration Job,"execution,persistence,privilege-escalation",Containers,None
T1568.002,Domain Generation Algorithms,command-and-control,"Linux,macOS,Windows,ESXi",None
T1036.007,Double File Extension,defense-evasion,Windows,None
T1548.002,Bypass User Account Control,"privilege-escalation,defense-evasion",Windows,None
T1496.003,SMS Pumping,impact,SaaS,None
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS,ESXi",None
T1548.003,Sudo and Sudo Caching,"privilege-escalation,defense-evasion","Linux,macOS",None
T1560.003,Archive via Custom Method,collection,"Linux,macOS,Windows",None
T1578,Modify Cloud Compute Infrastructure,defense-evasion,IaaS,None
T1584.008,Network Devices,resource-development,PRE,None
T1583.008,Malvertising,resource-development,PRE,None
T1069,Permission Groups Discovery,discovery,"Containers,IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",None
T1114,Email Collection,collection,"Windows,macOS,Linux,Office Suite",None
T1003.002,Security Account Manager,credential-access,Windows,None
T1596.002,WHOIS,reconnaissance,PRE,None
T1542.001,System Firmware,"persistence,defense-evasion","Windows,Network Devices",None
T1594,Search Victim-Owned Websites,reconnaissance,PRE,None
T1069.003,Cloud Groups,discovery,"SaaS,IaaS,Office Suite,Identity Provider",None
T1574.011,Services Registry Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,None
T1596.001,DNS/Passive DNS,reconnaissance,PRE,None
T1499.003,Application Exhaustion Flood,impact,"Windows,IaaS,Linux,macOS",None
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,"Linux,macOS,Windows",None
T1588.004,Digital Certificates,resource-development,PRE,None
T1583.002,DNS Server,resource-development,PRE,None
T1561,Disk Wipe,impact,"Linux,macOS,Windows,Network Devices",None
T1071.004,DNS,command-and-control,"Linux,macOS,Windows,Network Devices,ESXi",None
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,None
T1555.002,Securityd Memory,credential-access,"Linux,macOS",None
T1615,Group Policy Discovery,discovery,Windows,None
T1542.003,Bootkit,"persistence,defense-evasion","Linux,Windows",None
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",None
T1218.013,Mavinject,defense-evasion,Windows,None
T1074.001,Local Data Staging,collection,"ESXi,Linux,macOS,Windows",None
T1036.005,Match Legitimate Resource Name or Location,defense-evasion,"Containers,ESXi,Linux,macOS,Windows",None
T1587.003,Digital Certificates,resource-development,PRE,None
T1565.001,Stored Data Manipulation,impact,"Linux,macOS,Windows",None
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Network Devices,Office Suite,Identity Provider",None
T1114.001,Local Email Collection,collection,Windows,None
T1555.001,Keychain,credential-access,macOS,None
T1547,Boot or Logon Autostart Execution,"persistence,privilege-escalation","Linux,macOS,Windows,Network Devices",None
T1003.004,LSA Secrets,credential-access,Windows,None
T1600,Weaken Encryption,defense-evasion,Network Devices,None
T1606.002,SAML Tokens,credential-access,"SaaS,Windows,IaaS,Office Suite,Identity Provider",None
T1036.008,Masquerade File Type,defense-evasion,"Linux,macOS,Windows",None
T1489,Service Stop,impact,"ESXi,IaaS,Linux,macOS,Windows",None
T1587.001,Malware,resource-development,PRE,None
T1652,Device Driver Discovery,discovery,"Linux,macOS,Windows",None
T1087.002,Domain Account,discovery,"Linux,macOS,Windows",None
T1547.014,Active Setup,"persistence,privilege-escalation",Windows,None
T1564,Hide Artifacts,defense-evasion,"Linux,Office Suite,Windows,macOS,ESXi",None
T1559.002,Dynamic Data Exchange,execution,Windows,None
T1204.002,Malicious File,execution,"Linux,macOS,Windows",None
T1591.003,Identify Business Tempo,reconnaissance,PRE,None
T1071.005,Publish/Subscribe Protocols,command-and-control,"macOS,Linux,Windows,Network Devices",None
